experiment,dataset,method,n_clusters,n_set,iter,entropy,time
1717,ng20,coresets,8,3000,10,4.038062,1.967407
1717,ng20,coresets,8,3000,20,4.032973,2.000735
1718,ng20,coresets,8,3000,0,4.073368,1.957943
1718,ng20,coresets,8,3000,1,4.061560,1.964013
1718,ng20,coresets,8,3000,5,4.041259,1.972119
1718,ng20,coresets,8,3000,10,4.029566,1.989876
1718,ng20,coresets,8,3000,14,4.027226,2.003259
1719,ng20,coresets,8,3000,0,4.089731,1.965660
1719,ng20,coresets,8,3000,1,4.064647,1.973017
1719,ng20,coresets,8,3000,5,4.029138,1.990132
1719,ng20,coresets,8,3000,10,4.026004,2.000665
1719,ng20,coresets,8,3000,13,4.026235,2.012839
1720,ng20,coresets,8,3000,0,4.065694,1.965676
1720,ng20,coresets,8,3000,1,4.044777,1.968431
1720,ng20,coresets,8,3000,5,4.033256,1.977968
1720,ng20,coresets,8,3000,10,4.033051,1.993541
1720,ng20,coresets,8,3000,22,4.032937,2.029965
1721,ng20,coresets,8,3000,0,4.082563,1.966357
1721,ng20,coresets,8,3000,1,4.061123,1.972645
1721,ng20,coresets,8,3000,5,4.031225,1.979800
1721,ng20,coresets,8,3000,10,4.026980,2.001263
1721,ng20,coresets,8,3000,16,4.023914,2.021095
1722,ng20,coresets,8,3000,0,4.084399,1.985496
1722,ng20,coresets,8,3000,1,4.062019,1.991412
1722,ng20,coresets,8,3000,5,4.044581,1.998492
1722,ng20,coresets,8,3000,10,4.042994,2.017633
1722,ng20,coresets,8,3000,16,4.042231,2.037524
1723,ng20,coresets,8,3000,0,4.135035,1.981120
1723,ng20,coresets,8,3000,1,4.118087,1.981626
1723,ng20,coresets,8,3000,5,4.092668,1.998231
1723,ng20,coresets,8,3000,10,4.089268,2.011885
1723,ng20,coresets,8,3000,31,4.082937,2.083502
1724,ng20,coresets,8,3000,0,4.100128,1.960814
1724,ng20,coresets,8,3000,1,4.069882,1.962374
1724,ng20,coresets,8,3000,5,4.049514,1.980544
1724,ng20,coresets,8,3000,10,4.034694,1.992866
1724,ng20,coresets,8,3000,18,4.033680,2.020487
1725,ng20,coresets,8,3000,0,4.061368,1.960831
1725,ng20,coresets,8,3000,1,4.041037,1.969661
1725,ng20,coresets,8,3000,5,4.025702,1.978794
1725,ng20,coresets,8,3000,10,4.025285,1.993037
1725,ng20,coresets,8,3000,18,4.026128,2.030806
1726,ng20,coresets,8,3000,0,4.140527,1.959608
1726,ng20,coresets,8,3000,1,4.081526,1.965461
1726,ng20,coresets,8,3000,5,4.042686,1.976361
1726,ng20,coresets,8,3000,10,4.037157,1.990355
1726,ng20,coresets,8,3000,14,4.037174,2.005477
1727,ng20,coresets,8,3000,0,4.089765,1.982985
1727,ng20,coresets,8,3000,1,4.056176,1.987863
1727,ng20,coresets,8,3000,5,4.041557,2.000168
1727,ng20,coresets,8,3000,10,4.040318,2.015576
1727,ng20,coresets,8,3000,14,4.040250,2.033070
1728,ng20,coresets,8,3000,0,4.124077,1.931462
1728,ng20,coresets,8,3000,1,4.091993,1.939683
1728,ng20,coresets,8,3000,5,4.038109,1.950099
1728,ng20,coresets,8,3000,10,4.036599,1.962521
1728,ng20,coresets,8,3000,13,4.036580,1.977166
1729,ng20,coresets,8,3000,0,4.104110,1.944364
1729,ng20,coresets,8,3000,1,4.076381,1.951765
1729,ng20,coresets,8,3000,5,4.049539,1.961234
1729,ng20,coresets,8,3000,10,4.026917,1.978372
1729,ng20,coresets,8,3000,30,4.021649,2.050167
1730,ng20,coresets,8,3000,0,4.091493,1.956847
1730,ng20,coresets,8,3000,1,4.066076,1.958341
1730,ng20,coresets,8,3000,5,4.043455,1.971253
1730,ng20,coresets,8,3000,10,4.027110,1.985693
1730,ng20,coresets,8,3000,22,4.023464,2.025238
1731,ng20,coresets,8,3000,0,4.103304,1.937092
1731,ng20,coresets,8,3000,1,4.074935,1.941316
1731,ng20,coresets,8,3000,5,4.044437,1.955013
1731,ng20,coresets,8,3000,10,4.037972,1.973279
1731,ng20,coresets,8,3000,18,4.037145,2.002393
1732,ng20,coresets,8,3000,0,4.118377,1.967533
1732,ng20,coresets,8,3000,1,4.090460,1.972522
1732,ng20,coresets,8,3000,5,4.070595,1.988767
1732,ng20,coresets,8,3000,10,4.069410,2.007155
1732,ng20,coresets,8,3000,12,4.069417,2.011373
1733,ng20,coresets,8,3000,0,4.087149,1.982165
1733,ng20,coresets,8,3000,1,4.059977,1.977513
1733,ng20,coresets,8,3000,5,4.046295,1.990266
1733,ng20,coresets,8,3000,10,4.042319,2.015931
1733,ng20,coresets,8,3000,14,4.042080,2.023804
1734,ng20,coresets,8,3000,0,4.097777,1.944750
1734,ng20,coresets,8,3000,1,4.067506,1.955751
1734,ng20,coresets,8,3000,5,4.035608,1.982544
1734,ng20,coresets,8,3000,10,4.031344,1.978721
1734,ng20,coresets,8,3000,12,4.031291,1.989406
1735,ng20,coresets,8,3000,0,4.089205,1.945755
1735,ng20,coresets,8,3000,1,4.064821,1.950117
1735,ng20,coresets,8,3000,5,4.039171,1.961563
1735,ng20,coresets,8,3000,10,4.037888,1.979108
1735,ng20,coresets,8,3000,21,4.037382,2.026336
1736,ng20,coresets,8,3000,0,4.172175,1.981770
1736,ng20,coresets,8,3000,1,4.133572,1.982258
1736,ng20,coresets,8,3000,5,4.042493,1.996438
1736,ng20,coresets,8,3000,10,4.035684,2.014078
1736,ng20,coresets,8,3000,22,4.024132,2.054953
1737,ng20,coresets,8,3000,0,4.093379,1.978043
1737,ng20,coresets,8,3000,1,4.055821,1.976009
1737,ng20,coresets,8,3000,5,4.028503,1.989249
1737,ng20,coresets,8,3000,10,4.023917,2.005763
1737,ng20,coresets,8,3000,20,4.021796,2.033006
1738,ng20,coresets,8,3000,0,4.098661,1.958031
1738,ng20,coresets,8,3000,1,4.076149,1.961383
1738,ng20,coresets,8,3000,5,4.027374,1.970519
1738,ng20,coresets,8,3000,10,4.023308,1.986249
1738,ng20,coresets,8,3000,17,4.023035,2.010728
1739,ng20,coresets,8,3000,0,4.140369,1.975689
1739,ng20,coresets,8,3000,1,4.123348,1.982994
1739,ng20,coresets,8,3000,5,4.102413,1.992785
1739,ng20,coresets,8,3000,10,4.089407,2.007520
1739,ng20,coresets,8,3000,19,4.085145,2.042861
1740,ng20,coresets,8,3000,0,4.141302,2.049259
1740,ng20,coresets,8,3000,1,4.099009,2.049860
1740,ng20,coresets,8,3000,5,4.076486,2.064395
1740,ng20,coresets,8,3000,10,4.071733,2.080339
1740,ng20,coresets,8,3000,24,4.055200,2.127211
1741,ng20,coresets,8,3000,0,4.130406,2.024357
1741,ng20,coresets,8,3000,1,4.094417,2.026657
1741,ng20,coresets,8,3000,5,4.043345,2.035676
1741,ng20,coresets,8,3000,10,4.037501,2.052613
1741,ng20,coresets,8,3000,12,4.037628,2.065616
1742,ng20,coresets,8,3000,0,4.119149,1.964873
1742,ng20,coresets,8,3000,1,4.082880,1.969160
1742,ng20,coresets,8,3000,5,4.053575,1.983732
1742,ng20,coresets,8,3000,10,4.042288,1.999140
1742,ng20,coresets,8,3000,21,4.042180,2.036134
1743,ng20,coresets,8,3000,0,4.102725,1.927035
1743,ng20,coresets,8,3000,1,4.083103,1.941452
1743,ng20,coresets,8,3000,5,4.070010,1.946775
1743,ng20,coresets,8,3000,10,4.061166,1.964671
1743,ng20,coresets,8,3000,35,4.039217,2.052231
1744,ng20,coresets,8,3000,0,4.124647,1.962553
1744,ng20,coresets,8,3000,1,4.094462,1.970988
1744,ng20,coresets,8,3000,5,4.072403,1.979654
1744,ng20,coresets,8,3000,10,4.051222,1.991675
1744,ng20,coresets,8,3000,22,4.039571,2.037706
1745,ng20,coresets,7,3000,0,4.122466,1.982348
1745,ng20,coresets,7,3000,1,4.095149,1.995047
1745,ng20,coresets,7,3000,5,4.076334,1.997909
1745,ng20,coresets,7,3000,10,4.057823,2.012390
1745,ng20,coresets,7,3000,13,4.057677,2.027502
1746,ng20,coresets,7,3000,0,4.145213,1.956104
1746,ng20,coresets,7,3000,1,4.094140,1.960907
1746,ng20,coresets,7,3000,5,4.044079,1.966316
1746,ng20,coresets,7,3000,10,4.041463,1.979907
1747,ng20,coresets,7,3000,0,4.101968,1.926899
1747,ng20,coresets,7,3000,1,4.085707,1.934600
1747,ng20,coresets,7,3000,5,4.067831,1.944508
1747,ng20,coresets,7,3000,10,4.044946,1.961411
1747,ng20,coresets,7,3000,17,4.044494,1.984857
1748,ng20,coresets,7,3000,0,4.099294,1.930633
1748,ng20,coresets,7,3000,1,4.077345,1.926699
1748,ng20,coresets,7,3000,5,4.054466,1.933931
1748,ng20,coresets,7,3000,10,4.048216,1.949102
1748,ng20,coresets,7,3000,15,4.047589,1.966634
1749,ng20,coresets,7,3000,0,4.120476,1.950689
1749,ng20,coresets,7,3000,1,4.104339,1.955171
1749,ng20,coresets,7,3000,5,4.057731,1.967433
1749,ng20,coresets,7,3000,10,4.052127,1.988509
1749,ng20,coresets,7,3000,12,4.052129,1.998766
1750,ng20,coresets,7,3000,0,4.125919,1.926489
1750,ng20,coresets,7,3000,1,4.105227,1.934660
1750,ng20,coresets,7,3000,5,4.073988,1.942971
1750,ng20,coresets,7,3000,10,4.063814,1.958493
1750,ng20,coresets,7,3000,29,4.047910,2.015111
1751,ng20,coresets,7,3000,0,4.140811,1.916500
1751,ng20,coresets,7,3000,1,4.100259,1.924688
1751,ng20,coresets,7,3000,5,4.062681,1.931717
1751,ng20,coresets,7,3000,10,4.053229,1.950311
1751,ng20,coresets,7,3000,12,4.053039,1.955385
1752,ng20,coresets,7,3000,0,4.115590,1.938340
1752,ng20,coresets,7,3000,1,4.088728,1.933540
1752,ng20,coresets,7,3000,5,4.073590,1.946603
1752,ng20,coresets,7,3000,10,4.075846,1.961864
1752,ng20,coresets,7,3000,11,4.075858,1.966466
1753,ng20,coresets,7,3000,0,4.143886,1.946604
1753,ng20,coresets,7,3000,1,4.135346,1.945797
1753,ng20,coresets,7,3000,5,4.101934,1.968044
1753,ng20,coresets,7,3000,10,4.079093,1.972067
1753,ng20,coresets,7,3000,18,4.073449,1.997223
1754,ng20,coresets,7,3000,0,4.139159,1.902982
1754,ng20,coresets,7,3000,1,4.114024,1.908286
1754,ng20,coresets,7,3000,5,4.102282,1.919745
1754,ng20,coresets,7,3000,10,4.101485,1.932608
1754,ng20,coresets,7,3000,11,4.101568,1.943515
1755,ng20,coresets,7,3000,0,4.081523,1.949680
1755,ng20,coresets,7,3000,1,4.050741,1.952680
1755,ng20,coresets,7,3000,5,4.038021,1.962883
1755,ng20,coresets,7,3000,10,4.038124,1.977128
1755,ng20,coresets,7,3000,14,4.037960,1.994512
1756,ng20,coresets,7,3000,0,4.110579,1.897265
1756,ng20,coresets,7,3000,1,4.072459,1.901556
1756,ng20,coresets,7,3000,5,4.055767,1.914022
1756,ng20,coresets,7,3000,9,4.055083,1.927175
1757,ng20,coresets,7,3000,0,4.135943,1.939960
1757,ng20,coresets,7,3000,1,4.106960,1.945572
1757,ng20,coresets,7,3000,5,4.083623,1.954993
1757,ng20,coresets,7,3000,10,4.079608,1.972469
1757,ng20,coresets,7,3000,19,4.078863,1.993442
1758,ng20,coresets,7,3000,0,4.133194,1.965443
1758,ng20,coresets,7,3000,1,4.095593,1.969281
1758,ng20,coresets,7,3000,5,4.074850,1.982388
1758,ng20,coresets,7,3000,10,4.073522,1.988952
1758,ng20,coresets,7,3000,20,4.073506,2.017987
1759,ng20,coresets,7,3000,0,4.112501,1.961132
1759,ng20,coresets,7,3000,1,4.081861,1.963160
1759,ng20,coresets,7,3000,5,4.058497,1.975910
1759,ng20,coresets,7,3000,10,4.056632,1.991771
1759,ng20,coresets,7,3000,11,4.056634,2.000195
1760,ng20,coresets,7,3000,0,4.120634,1.927441
1760,ng20,coresets,7,3000,1,4.083939,1.928318
1760,ng20,coresets,7,3000,5,4.067913,1.939998
1760,ng20,coresets,7,3000,10,4.060274,1.947815
1760,ng20,coresets,7,3000,17,4.048525,1.968863
1761,ng20,coresets,7,3000,0,4.101836,1.898178
1761,ng20,coresets,7,3000,1,4.081610,1.906178
1761,ng20,coresets,7,3000,5,4.065998,1.917135
1761,ng20,coresets,7,3000,10,4.063905,1.929630
1761,ng20,coresets,7,3000,19,4.063341,1.954474
1762,ng20,coresets,7,3000,0,4.128208,1.944384
1762,ng20,coresets,7,3000,1,4.091906,1.949946
1762,ng20,coresets,7,3000,5,4.063911,1.955386
1762,ng20,coresets,7,3000,10,4.058775,1.972977
1762,ng20,coresets,7,3000,20,4.057156,2.003181
1763,ng20,coresets,7,3000,0,4.105132,1.937407
1763,ng20,coresets,7,3000,1,4.075052,1.937382
1763,ng20,coresets,7,3000,5,4.048785,1.946451
1763,ng20,coresets,7,3000,10,4.035025,1.958905
1763,ng20,coresets,7,3000,20,4.031541,1.993070
1764,ng20,coresets,7,3000,0,4.124167,1.943016
1764,ng20,coresets,7,3000,1,4.096729,1.947489
1764,ng20,coresets,7,3000,5,4.071430,1.951878
1764,ng20,coresets,7,3000,10,4.056424,1.966432
1764,ng20,coresets,7,3000,23,4.044393,2.007049
1765,ng20,coresets,7,3000,0,4.143968,1.936651
1765,ng20,coresets,7,3000,1,4.117839,1.944366
1765,ng20,coresets,7,3000,5,4.087029,1.950317
1765,ng20,coresets,7,3000,10,4.078890,1.965647
1765,ng20,coresets,7,3000,26,4.076156,2.008756
1766,ng20,coresets,7,3000,0,4.124021,1.937288
1766,ng20,coresets,7,3000,1,4.095721,1.943539
1766,ng20,coresets,7,3000,5,4.084176,1.950200
1766,ng20,coresets,7,3000,10,4.069540,1.968832
1766,ng20,coresets,7,3000,25,4.048694,2.009138
1767,ng20,coresets,7,3000,0,4.134942,1.939924
1767,ng20,coresets,7,3000,1,4.112510,1.946632
1767,ng20,coresets,7,3000,5,4.077636,1.961421
1767,ng20,coresets,7,3000,10,4.076976,1.970442
1767,ng20,coresets,7,3000,12,4.076988,1.981574
1768,ng20,coresets,7,3000,0,4.077081,1.926803
1768,ng20,coresets,7,3000,1,4.065930,1.924435
1768,ng20,coresets,7,3000,5,4.049910,1.937729
1768,ng20,coresets,7,3000,10,4.042549,1.952443
1768,ng20,coresets,7,3000,21,4.040487,1.982767
1769,ng20,coresets,7,3000,0,4.084526,1.941520
1769,ng20,coresets,7,3000,1,4.055523,1.943674
1769,ng20,coresets,7,3000,5,4.048183,1.954544
1769,ng20,coresets,7,3000,10,4.048789,1.973180
1769,ng20,coresets,7,3000,16,4.050894,1.988469
1770,ng20,coresets,7,3000,0,4.119491,1.996097
1770,ng20,coresets,7,3000,1,4.084670,1.999030
1770,ng20,coresets,7,3000,5,4.069838,2.002180
1770,ng20,coresets,7,3000,9,4.068005,2.019830
1771,ng20,coresets,7,3000,0,4.095310,2.018672
1771,ng20,coresets,7,3000,1,4.069499,2.019799
1771,ng20,coresets,7,3000,5,4.058126,2.036062
1771,ng20,coresets,7,3000,10,4.057486,2.047706
1772,ng20,coresets,7,3000,0,4.146490,2.006192
1772,ng20,coresets,7,3000,1,4.113343,2.013059
1772,ng20,coresets,7,3000,5,4.100876,2.025674
1772,ng20,coresets,7,3000,10,4.094304,2.036910
1772,ng20,coresets,7,3000,16,4.095090,2.058012
1773,ng20,coresets,7,3000,0,4.106277,1.948487
1773,ng20,coresets,7,3000,1,4.082641,1.954819
1773,ng20,coresets,7,3000,5,4.056961,1.962881
1773,ng20,coresets,7,3000,10,4.053771,1.975998
1773,ng20,coresets,7,3000,16,4.054380,1.998965
1774,ng20,coresets,7,3000,0,4.123804,1.944369
1774,ng20,coresets,7,3000,1,4.105115,1.949027
1774,ng20,coresets,7,3000,5,4.099488,1.958495
1774,ng20,coresets,7,3000,10,4.099795,1.973605
1774,ng20,coresets,7,3000,14,4.099980,1.986880
1775,ng20,coresets,6,3000,0,4.138213,1.921603
1775,ng20,coresets,6,3000,1,4.104191,1.918633
1775,ng20,coresets,6,3000,5,4.081409,1.930399
1775,ng20,coresets,6,3000,10,4.071155,1.944419
1775,ng20,coresets,6,3000,22,4.064907,1.974760
1776,ng20,coresets,6,3000,0,4.182727,1.923841
1776,ng20,coresets,6,3000,1,4.167866,1.932092
1776,ng20,coresets,6,3000,5,4.158767,1.937796
1776,ng20,coresets,6,3000,10,4.154306,1.950588
1776,ng20,coresets,6,3000,31,4.107019,1.999003
1777,ng20,coresets,6,3000,0,4.166681,1.934558
1777,ng20,coresets,6,3000,1,4.135719,1.940366
1777,ng20,coresets,6,3000,5,4.114590,1.950518
1777,ng20,coresets,6,3000,10,4.113976,1.967465
1778,ng20,coresets,6,3000,0,4.167567,1.925822
1778,ng20,coresets,6,3000,1,4.127692,1.935158
1778,ng20,coresets,6,3000,5,4.091498,1.951150
1778,ng20,coresets,6,3000,10,4.086145,1.953012
1778,ng20,coresets,6,3000,14,4.086041,1.961509
1779,ng20,coresets,6,3000,0,4.135217,1.925309
1779,ng20,coresets,6,3000,1,4.108019,1.927721
1779,ng20,coresets,6,3000,5,4.068709,1.939600
1779,ng20,coresets,6,3000,10,4.058541,1.949864
1779,ng20,coresets,6,3000,17,4.058000,1.974083
1780,ng20,coresets,6,3000,0,4.098133,1.945014
1780,ng20,coresets,6,3000,1,4.077021,1.949544
1780,ng20,coresets,6,3000,5,4.060449,1.954261
1780,ng20,coresets,6,3000,10,4.056735,1.964393
1780,ng20,coresets,6,3000,13,4.056562,1.975128
1781,ng20,coresets,6,3000,0,4.119523,1.912019
1781,ng20,coresets,6,3000,1,4.098657,1.916162
1781,ng20,coresets,6,3000,5,4.079943,1.926062
1781,ng20,coresets,6,3000,10,4.077254,1.937295
1781,ng20,coresets,6,3000,17,4.075526,1.962329
1782,ng20,coresets,6,3000,0,4.116052,1.927684
1782,ng20,coresets,6,3000,1,4.091570,1.929795
1782,ng20,coresets,6,3000,5,4.069110,1.938133
1782,ng20,coresets,6,3000,10,4.066375,1.955679
1782,ng20,coresets,6,3000,12,4.066387,1.955240
1783,ng20,coresets,6,3000,0,4.131396,1.921544
1783,ng20,coresets,6,3000,1,4.105874,1.923076
1783,ng20,coresets,6,3000,5,4.079434,1.938541
1783,ng20,coresets,6,3000,10,4.061400,1.952320
1783,ng20,coresets,6,3000,13,4.060228,1.959529
1784,ng20,coresets,6,3000,0,4.149462,1.927136
1784,ng20,coresets,6,3000,1,4.116612,1.925538
1784,ng20,coresets,6,3000,5,4.082376,1.937678
1784,ng20,coresets,6,3000,10,4.079698,1.950038
1784,ng20,coresets,6,3000,11,4.079692,1.954340
1785,ng20,coresets,6,3000,0,4.168429,1.928722
1785,ng20,coresets,6,3000,1,4.144568,1.933802
1785,ng20,coresets,6,3000,5,4.146795,1.940312
1785,ng20,coresets,6,3000,10,4.162368,1.956697
1785,ng20,coresets,6,3000,34,4.126107,2.016110
1786,ng20,coresets,6,3000,0,4.138838,1.923512
1786,ng20,coresets,6,3000,1,4.122682,1.929800
1786,ng20,coresets,6,3000,5,4.095125,1.934832
1786,ng20,coresets,6,3000,10,4.076730,1.948955
1786,ng20,coresets,6,3000,15,4.072836,1.964423
1787,ng20,coresets,6,3000,0,4.134549,1.910372
1787,ng20,coresets,6,3000,1,4.116114,1.910988
1787,ng20,coresets,6,3000,5,4.104079,1.924719
1787,ng20,coresets,6,3000,10,4.100982,1.939139
1787,ng20,coresets,6,3000,29,4.100189,1.990454
1788,ng20,coresets,6,3000,0,4.121719,1.952001
1788,ng20,coresets,6,3000,1,4.102999,1.949628
1788,ng20,coresets,6,3000,5,4.078706,1.956794
1788,ng20,coresets,6,3000,10,4.078426,1.968655
1788,ng20,coresets,6,3000,12,4.078428,1.972943
1789,ng20,coresets,6,3000,0,4.174955,1.923654
1789,ng20,coresets,6,3000,1,4.144071,1.921692
1789,ng20,coresets,6,3000,5,4.115199,1.937795
1789,ng20,coresets,6,3000,10,4.106741,1.953300
1789,ng20,coresets,6,3000,23,4.096274,1.978485
1790,ng20,coresets,6,3000,0,4.174635,1.916357
1790,ng20,coresets,6,3000,1,4.150051,1.917162
1790,ng20,coresets,6,3000,5,4.083143,1.929038
1790,ng20,coresets,6,3000,10,4.076127,1.942524
1790,ng20,coresets,6,3000,14,4.076103,1.952138
1791,ng20,coresets,6,3000,0,4.154593,1.952470
1791,ng20,coresets,6,3000,1,4.140774,1.954877
1791,ng20,coresets,6,3000,5,4.126038,1.966257
1791,ng20,coresets,6,3000,10,4.082227,1.974507
1791,ng20,coresets,6,3000,26,4.057011,2.018012
1792,ng20,coresets,6,3000,0,4.093359,1.949685
1792,ng20,coresets,6,3000,1,4.070956,1.953245
1792,ng20,coresets,6,3000,5,4.065919,1.961367
1792,ng20,coresets,6,3000,10,4.060763,1.975439
1792,ng20,coresets,6,3000,11,4.060765,1.979755
1793,ng20,coresets,6,3000,0,4.146790,1.961710
1793,ng20,coresets,6,3000,1,4.115034,1.963341
1793,ng20,coresets,6,3000,5,4.089233,1.980598
1793,ng20,coresets,6,3000,10,4.076499,1.988878
1793,ng20,coresets,6,3000,18,4.073475,2.010216
1794,ng20,coresets,6,3000,0,4.137437,1.900177
1794,ng20,coresets,6,3000,1,4.100313,1.897642
1794,ng20,coresets,6,3000,5,4.055824,1.909284
1794,ng20,coresets,6,3000,10,4.057274,1.922093
1794,ng20,coresets,6,3000,17,4.058436,1.942084
1795,ng20,coresets,6,3000,0,4.164904,1.930315
1795,ng20,coresets,6,3000,1,4.151361,1.932783
1795,ng20,coresets,6,3000,5,4.132725,1.946660
1795,ng20,coresets,6,3000,10,4.119815,1.950568
1795,ng20,coresets,6,3000,28,4.088734,2.003929
1796,ng20,coresets,6,3000,0,4.179603,1.918561
1796,ng20,coresets,6,3000,1,4.149072,1.925519
1796,ng20,coresets,6,3000,5,4.125889,1.929415
1796,ng20,coresets,6,3000,10,4.124729,1.947075
1796,ng20,coresets,6,3000,11,4.124724,1.947753
1797,ng20,coresets,6,3000,0,4.112066,1.931196
1797,ng20,coresets,6,3000,1,4.093406,1.930593
1797,ng20,coresets,6,3000,5,4.074071,1.940156
1797,ng20,coresets,6,3000,10,4.070450,1.951321
1797,ng20,coresets,6,3000,19,4.069798,1.979427
1798,ng20,coresets,6,3000,0,4.145251,1.986601
1798,ng20,coresets,6,3000,1,4.124891,1.991703
1798,ng20,coresets,6,3000,5,4.080160,2.001343
1798,ng20,coresets,6,3000,10,4.079046,2.014389
1798,ng20,coresets,6,3000,22,4.077236,2.047908
1799,ng20,coresets,6,3000,0,4.102899,1.992819
1799,ng20,coresets,6,3000,1,4.085269,1.995933
1799,ng20,coresets,6,3000,5,4.076291,2.001193
1799,ng20,coresets,6,3000,10,4.073842,2.014688
1799,ng20,coresets,6,3000,16,4.073505,2.037583
1800,ng20,coresets,6,3000,0,4.124421,1.964746
1800,ng20,coresets,6,3000,1,4.111125,1.965409
1800,ng20,coresets,6,3000,5,4.099420,1.979144
1800,ng20,coresets,6,3000,10,4.098870,1.993322
1801,ng20,coresets,6,3000,0,4.113759,1.919540
1801,ng20,coresets,6,3000,1,4.093525,1.923674
1801,ng20,coresets,6,3000,5,4.086021,1.931719
1801,ng20,coresets,6,3000,10,4.084963,1.944127
1802,ng20,coresets,6,3000,0,4.144595,1.913581
1802,ng20,coresets,6,3000,1,4.127140,1.915304
1802,ng20,coresets,6,3000,5,4.092549,1.919903
1802,ng20,coresets,6,3000,10,4.063526,1.935319
1802,ng20,coresets,6,3000,13,4.063037,1.947930
1803,ng20,coresets,6,3000,0,4.178763,1.938846
1803,ng20,coresets,6,3000,1,4.117520,1.952049
1803,ng20,coresets,6,3000,5,4.085192,1.965522
1803,ng20,coresets,6,3000,10,4.084712,1.962943
1803,ng20,coresets,6,3000,15,4.085489,1.974157
1804,ng20,coresets,6,3000,0,4.127389,1.930054
1804,ng20,coresets,6,3000,1,4.110380,1.934580
1804,ng20,coresets,6,3000,5,4.092289,1.945109
1804,ng20,coresets,6,3000,10,4.084637,1.956427
1804,ng20,coresets,6,3000,31,4.074188,2.006398
1805,ng20,coresets,5,3000,0,4.154251,1.887140
1805,ng20,coresets,5,3000,1,4.143730,1.886877
1805,ng20,coresets,5,3000,5,4.124456,1.895402
1805,ng20,coresets,5,3000,10,4.094902,1.907421
1805,ng20,coresets,5,3000,28,4.082103,1.955199
1806,ng20,coresets,5,3000,0,4.150820,1.920595
1806,ng20,coresets,5,3000,1,4.118254,1.925244
1806,ng20,coresets,5,3000,5,4.103258,1.932893
1806,ng20,coresets,5,3000,10,4.102852,1.944124
1806,ng20,coresets,5,3000,14,4.103171,1.956200
1807,ng20,coresets,5,3000,0,4.157809,1.898508
1807,ng20,coresets,5,3000,1,4.134402,1.900578
1807,ng20,coresets,5,3000,5,4.112236,1.906018
1807,ng20,coresets,5,3000,10,4.104467,1.916584
1807,ng20,coresets,5,3000,21,4.102175,1.943922
1808,ng20,coresets,5,3000,0,4.235692,1.912075
1808,ng20,coresets,5,3000,1,4.212964,1.913835
1808,ng20,coresets,5,3000,5,4.159613,1.923804
1808,ng20,coresets,5,3000,10,4.104568,1.932149
1808,ng20,coresets,5,3000,21,4.103307,1.955914
1809,ng20,coresets,5,3000,0,4.101590,1.894121
1809,ng20,coresets,5,3000,1,4.077006,1.899788
1809,ng20,coresets,5,3000,5,4.075656,1.906359
1809,ng20,coresets,5,3000,6,4.075565,1.906273
1810,ng20,coresets,5,3000,0,4.182837,1.890156
1810,ng20,coresets,5,3000,1,4.161512,1.897005
1810,ng20,coresets,5,3000,5,4.117135,1.904538
1810,ng20,coresets,5,3000,10,4.105261,1.909140
1810,ng20,coresets,5,3000,14,4.105148,1.919498
1811,ng20,coresets,5,3000,0,4.154577,1.926658
1811,ng20,coresets,5,3000,1,4.125059,1.930092
1811,ng20,coresets,5,3000,5,4.107202,1.934557
1811,ng20,coresets,5,3000,10,4.086919,1.947097
1811,ng20,coresets,5,3000,17,4.078520,1.961900
1812,ng20,coresets,5,3000,0,4.203832,1.894167
1812,ng20,coresets,5,3000,1,4.155668,1.896028
1812,ng20,coresets,5,3000,5,4.121169,1.903541
1812,ng20,coresets,5,3000,10,4.105812,1.917993
1812,ng20,coresets,5,3000,28,4.096867,1.954323
1813,ng20,coresets,5,3000,0,4.172593,1.894983
1813,ng20,coresets,5,3000,1,4.135414,1.894739
1813,ng20,coresets,5,3000,5,4.108552,1.909692
1813,ng20,coresets,5,3000,10,4.104412,1.917406
1813,ng20,coresets,5,3000,21,4.095846,1.942889
1814,ng20,coresets,5,3000,0,4.142328,1.930028
1814,ng20,coresets,5,3000,1,4.119081,1.932184
1814,ng20,coresets,5,3000,5,4.106077,1.941989
1814,ng20,coresets,5,3000,10,4.108114,1.951437
1814,ng20,coresets,5,3000,15,4.108555,1.962465
1815,ng20,coresets,5,3000,0,4.219159,1.930430
1815,ng20,coresets,5,3000,1,4.200239,1.932369
1815,ng20,coresets,5,3000,5,4.156150,1.939912
1815,ng20,coresets,5,3000,10,4.151878,1.957520
1815,ng20,coresets,5,3000,28,4.102711,2.000284
1816,ng20,coresets,5,3000,0,4.142940,1.893096
1816,ng20,coresets,5,3000,1,4.114647,1.897561
1816,ng20,coresets,5,3000,5,4.102312,1.906966
1816,ng20,coresets,5,3000,10,4.101960,1.916458
1816,ng20,coresets,5,3000,14,4.101797,1.924169
1817,ng20,coresets,5,3000,0,4.187005,1.928937
1817,ng20,coresets,5,3000,1,4.171173,1.933088
1817,ng20,coresets,5,3000,5,4.156334,1.942674
1817,ng20,coresets,5,3000,10,4.139397,1.952365
1817,ng20,coresets,5,3000,27,4.072218,1.988934
1818,ng20,coresets,5,3000,0,4.167948,1.933989
1818,ng20,coresets,5,3000,1,4.142008,1.943421
1818,ng20,coresets,5,3000,5,4.127904,1.947388
1818,ng20,coresets,5,3000,10,4.122807,1.953860
