experiment,dataset,method,n_clusters,n_set,iter,entropy,time
1,ng20,coresets,1000,3000,0,3.755400,15.068293
1,ng20,coresets,1000,3000,1,3.752717,14.919374
1,ng20,coresets,1000,3000,5,3.752061,16.602060
1,ng20,coresets,1000,3000,10,3.752108,18.123693
1,ng20,coresets,1000,3000,14,3.752126,20.051825
2,ng20,coresets,1000,3000,0,3.755931,15.022898
2,ng20,coresets,1000,3000,1,3.753197,15.411490
2,ng20,coresets,1000,3000,5,3.752599,16.876728
2,ng20,coresets,1000,3000,10,3.752591,18.746366
3,ng20,coresets,1000,3000,0,3.756277,15.104715
3,ng20,coresets,1000,3000,1,3.753570,15.246155
3,ng20,coresets,1000,3000,5,3.752491,16.493243
3,ng20,coresets,1000,3000,10,3.752395,18.460948
3,ng20,coresets,1000,3000,11,3.752399,19.162260
4,ng20,coresets,1000,3000,0,3.755521,14.610754
4,ng20,coresets,1000,3000,1,3.753145,14.970467
4,ng20,coresets,1000,3000,5,3.752297,16.368450
4,ng20,coresets,1000,3000,10,3.752208,18.150304
4,ng20,coresets,1000,3000,15,3.752182,20.351721
5,ng20,coresets,1000,3000,0,3.755968,14.713873
5,ng20,coresets,1000,3000,1,3.753102,15.127849
5,ng20,coresets,1000,3000,5,3.752296,16.462243
5,ng20,coresets,1000,3000,8,3.752309,17.812677
6,ng20,coresets,1000,3000,0,3.756471,14.875282
6,ng20,coresets,1000,3000,1,3.753425,15.011034
6,ng20,coresets,1000,3000,5,3.752311,16.423600
6,ng20,coresets,1000,3000,10,3.752275,18.284595
6,ng20,coresets,1000,3000,16,3.752271,20.679762
7,ng20,coresets,1000,3000,0,3.756320,14.762184
7,ng20,coresets,1000,3000,1,3.753866,15.081675
7,ng20,coresets,1000,3000,5,3.752845,16.545269
7,ng20,coresets,1000,3000,10,3.752594,18.411975
7,ng20,coresets,1000,3000,22,3.752395,22.838808
8,ng20,coresets,1000,3000,0,3.755409,14.630641
8,ng20,coresets,1000,3000,1,3.752718,15.088971
8,ng20,coresets,1000,3000,5,3.752171,16.397078
8,ng20,coresets,1000,3000,10,3.752009,18.224670
8,ng20,coresets,1000,3000,16,3.752012,20.606249
9,ng20,coresets,1000,3000,0,3.755315,14.630309
9,ng20,coresets,1000,3000,1,3.753189,15.060022
9,ng20,coresets,1000,3000,5,3.752555,16.426997
9,ng20,coresets,1000,3000,10,3.752525,18.158289
9,ng20,coresets,1000,3000,11,3.752528,18.804110
10,ng20,coresets,1000,3000,0,3.756418,14.741929
10,ng20,coresets,1000,3000,1,3.753613,15.321094
10,ng20,coresets,1000,3000,5,3.752567,16.419149
10,ng20,coresets,1000,3000,10,3.752502,18.188406
11,ng20,coresets,1000,3000,0,3.755266,14.560789
11,ng20,coresets,1000,3000,1,3.753323,14.986777
11,ng20,coresets,1000,3000,5,3.752748,16.319318
11,ng20,coresets,1000,3000,10,3.752697,18.159661
11,ng20,coresets,1000,3000,15,3.752531,20.230592
12,ng20,coresets,1000,3000,0,3.757015,14.594972
12,ng20,coresets,1000,3000,1,3.754135,14.975576
12,ng20,coresets,1000,3000,5,3.753513,16.457035
12,ng20,coresets,1000,3000,10,3.753555,18.214739
12,ng20,coresets,1000,3000,11,3.753559,18.808633
13,ng20,coresets,1000,3000,0,3.755066,14.813104
13,ng20,coresets,1000,3000,1,3.753431,15.140897
13,ng20,coresets,1000,3000,5,3.752760,16.650580
13,ng20,coresets,1000,3000,8,3.752736,18.062410
14,ng20,coresets,1000,3000,0,3.756302,14.738390
14,ng20,coresets,1000,3000,1,3.752673,15.128020
14,ng20,coresets,1000,3000,5,3.752013,16.543113
14,ng20,coresets,1000,3000,10,3.751815,18.346211
14,ng20,coresets,1000,3000,14,3.751788,20.359428
15,ng20,coresets,1000,3000,0,3.756005,15.024452
15,ng20,coresets,1000,3000,1,3.753556,15.386881
15,ng20,coresets,1000,3000,5,3.752566,16.765128
15,ng20,coresets,1000,3000,7,3.752563,17.825734
16,ng20,coresets,1000,3000,0,3.756232,14.770753
16,ng20,coresets,1000,3000,1,3.753445,15.156783
16,ng20,coresets,1000,3000,5,3.752885,16.586750
16,ng20,coresets,1000,3000,10,3.752807,18.493452
16,ng20,coresets,1000,3000,12,3.752806,19.449416
17,ng20,coresets,1000,3000,0,3.758345,14.743269
17,ng20,coresets,1000,3000,1,3.754943,15.109104
17,ng20,coresets,1000,3000,5,3.753623,16.526788
17,ng20,coresets,1000,3000,8,3.753616,17.948892
18,ng20,coresets,1000,3000,0,3.756949,14.638688
18,ng20,coresets,1000,3000,1,3.754508,15.060591
18,ng20,coresets,1000,3000,5,3.753433,16.612729
18,ng20,coresets,1000,3000,10,3.753160,18.203189
18,ng20,coresets,1000,3000,14,3.753151,20.057286
19,ng20,coresets,1000,3000,0,3.756837,14.801971
19,ng20,coresets,1000,3000,1,3.754283,15.052059
19,ng20,coresets,1000,3000,5,3.753455,16.551460
19,ng20,coresets,1000,3000,10,3.753367,18.386676
20,ng20,coresets,1000,3000,0,3.755729,14.785949
20,ng20,coresets,1000,3000,1,3.753686,15.277133
20,ng20,coresets,1000,3000,5,3.752760,16.538655
20,ng20,coresets,1000,3000,8,3.752743,18.015196
21,ng20,coresets,1000,3000,0,3.757193,14.688621
21,ng20,coresets,1000,3000,1,3.754056,15.010816
21,ng20,coresets,1000,3000,5,3.752716,16.476742
21,ng20,coresets,1000,3000,10,3.752688,18.187958
21,ng20,coresets,1000,3000,11,3.752687,18.811817
22,ng20,coresets,1000,3000,0,3.756579,14.492552
22,ng20,coresets,1000,3000,1,3.754014,14.856372
22,ng20,coresets,1000,3000,5,3.753272,16.203007
22,ng20,coresets,1000,3000,10,3.753122,17.901301
22,ng20,coresets,1000,3000,11,3.753120,18.632562
23,ng20,coresets,1000,3000,0,3.756701,14.658156
23,ng20,coresets,1000,3000,1,3.753479,15.227079
23,ng20,coresets,1000,3000,5,3.752544,16.473310
23,ng20,coresets,1000,3000,10,3.752510,18.113811
24,ng20,coresets,1000,3000,0,3.755254,14.410400
24,ng20,coresets,1000,3000,1,3.753541,14.784437
24,ng20,coresets,1000,3000,5,3.752643,16.343512
24,ng20,coresets,1000,3000,10,3.752552,17.887505
24,ng20,coresets,1000,3000,15,3.752508,19.995410
25,ng20,coresets,1000,3000,0,3.755695,14.482685
25,ng20,coresets,1000,3000,1,3.753245,15.009725
25,ng20,coresets,1000,3000,5,3.752406,16.343302
25,ng20,coresets,1000,3000,10,3.752322,18.069148
25,ng20,coresets,1000,3000,11,3.752322,18.754571
26,ng20,coresets,1000,3000,0,3.755833,14.485272
26,ng20,coresets,1000,3000,1,3.752829,14.828030
26,ng20,coresets,1000,3000,5,3.752129,16.422304
26,ng20,coresets,1000,3000,10,3.752097,17.987076
27,ng20,coresets,1000,3000,0,3.756101,14.445718
27,ng20,coresets,1000,3000,1,3.754517,14.752726
27,ng20,coresets,1000,3000,5,3.753767,16.269579
27,ng20,coresets,1000,3000,10,3.753757,17.933794
28,ng20,coresets,1000,3000,0,3.756251,14.387223
28,ng20,coresets,1000,3000,1,3.754149,14.723649
28,ng20,coresets,1000,3000,5,3.753286,16.194888
28,ng20,coresets,1000,3000,7,3.753282,17.236982
29,ng20,coresets,1000,3000,0,3.756668,14.475265
29,ng20,coresets,1000,3000,1,3.754092,14.721519
29,ng20,coresets,1000,3000,5,3.753297,16.149075
29,ng20,coresets,1000,3000,10,3.753212,17.812877
29,ng20,coresets,1000,3000,13,3.753207,19.284023
30,ng20,coresets,1000,3000,0,3.755490,14.337073
30,ng20,coresets,1000,3000,1,3.753015,14.679201
30,ng20,coresets,1000,3000,5,3.752077,16.034713
30,ng20,coresets,1000,3000,10,3.751937,17.835750
30,ng20,coresets,1000,3000,11,3.751949,18.453200
31,ng20,coresets,1000,3000,0,3.755888,14.462813
31,ng20,coresets,1000,3000,1,3.753182,14.787178
31,ng20,coresets,1000,3000,5,3.752432,16.113733
31,ng20,coresets,1000,3000,8,3.752366,17.554547
32,ng20,coresets,1000,3000,0,3.757116,14.396313
32,ng20,coresets,1000,3000,1,3.754136,14.722620
32,ng20,coresets,1000,3000,5,3.752975,16.077166
32,ng20,coresets,1000,3000,10,3.752862,17.828702
33,ng20,coresets,1000,3000,0,3.756517,14.394614
33,ng20,coresets,1000,3000,1,3.753344,14.689136
33,ng20,coresets,1000,3000,5,3.752401,16.039163
33,ng20,coresets,1000,3000,10,3.752420,17.845027
33,ng20,coresets,1000,3000,13,3.752413,19.336049
34,ng20,coresets,1000,3000,0,3.757635,14.443975
34,ng20,coresets,1000,3000,1,3.754599,14.846007
34,ng20,coresets,1000,3000,5,3.752237,16.149672
34,ng20,coresets,1000,3000,10,3.752266,17.945550
34,ng20,coresets,1000,3000,11,3.752259,18.570241
35,ng20,coresets,1000,3000,0,3.757525,14.542149
35,ng20,coresets,1000,3000,1,3.754333,14.813863
35,ng20,coresets,1000,3000,5,3.752709,16.166126
35,ng20,coresets,1000,3000,10,3.752680,17.948680
35,ng20,coresets,1000,3000,11,3.752687,18.613310
36,ng20,coresets,1000,3000,0,3.756622,14.310202
36,ng20,coresets,1000,3000,1,3.753191,14.662880
36,ng20,coresets,1000,3000,5,3.752305,16.019769
36,ng20,coresets,1000,3000,10,3.752292,17.828204
36,ng20,coresets,1000,3000,14,3.752293,19.449529
37,ng20,coresets,1000,3000,0,3.756107,14.428394
37,ng20,coresets,1000,3000,1,3.753853,14.814938
37,ng20,coresets,1000,3000,5,3.752729,16.190921
37,ng20,coresets,1000,3000,10,3.752645,17.911561
37,ng20,coresets,1000,3000,17,3.752542,20.890342
38,ng20,coresets,1000,3000,0,3.756579,14.449036
38,ng20,coresets,1000,3000,1,3.754306,14.808354
38,ng20,coresets,1000,3000,5,3.753373,16.194622
38,ng20,coresets,1000,3000,6,3.753385,16.838184
39,ng20,coresets,1000,3000,0,3.753991,14.431791
39,ng20,coresets,1000,3000,1,3.752531,14.815104
39,ng20,coresets,1000,3000,5,3.752129,16.259031
39,ng20,coresets,1000,3000,10,3.752148,17.980809
39,ng20,coresets,1000,3000,13,3.752154,19.306285
40,ng20,coresets,1000,3000,0,3.756498,14.411957
40,ng20,coresets,1000,3000,1,3.753796,14.762061
40,ng20,coresets,1000,3000,5,3.752428,16.156004
40,ng20,coresets,1000,3000,10,3.752393,17.941031
40,ng20,coresets,1000,3000,14,3.752399,19.628203
41,ng20,coresets,1000,3000,0,3.756673,14.364495
41,ng20,coresets,1000,3000,1,3.753835,14.778080
41,ng20,coresets,1000,3000,5,3.753520,16.168698
41,ng20,coresets,1000,3000,6,3.753520,16.769442
42,ng20,coresets,1000,3000,0,3.757575,14.274545
42,ng20,coresets,1000,3000,1,3.754793,14.682288
42,ng20,coresets,1000,3000,5,3.752970,16.005099
42,ng20,coresets,1000,3000,10,3.752806,17.804154
42,ng20,coresets,1000,3000,11,3.752804,18.416633
43,ng20,coresets,1000,3000,0,3.756878,14.346936
43,ng20,coresets,1000,3000,1,3.754251,14.728819
43,ng20,coresets,1000,3000,5,3.753496,16.125678
43,ng20,coresets,1000,3000,7,3.753493,17.145986
44,ng20,coresets,1000,3000,0,3.755935,14.465228
44,ng20,coresets,1000,3000,1,3.753265,14.818805
44,ng20,coresets,1000,3000,5,3.752788,16.133758
44,ng20,coresets,1000,3000,10,3.752774,17.789416
44,ng20,coresets,1000,3000,16,3.752794,20.323249
45,ng20,coresets,1000,3000,0,3.755923,14.399976
45,ng20,coresets,1000,3000,1,3.753080,14.746845
45,ng20,coresets,1000,3000,5,3.752799,16.204349
45,ng20,coresets,1000,3000,10,3.752796,17.857001
45,ng20,coresets,1000,3000,15,3.752636,19.893743
46,ng20,coresets,1000,3000,0,3.756294,14.331979
46,ng20,coresets,1000,3000,1,3.753758,14.779108
46,ng20,coresets,1000,3000,5,3.753152,16.129750
46,ng20,coresets,1000,3000,10,3.752977,17.826715
46,ng20,coresets,1000,3000,22,3.752932,22.456522
47,ng20,coresets,1000,3000,0,3.757638,14.571609
47,ng20,coresets,1000,3000,1,3.753592,15.026671
47,ng20,coresets,1000,3000,5,3.752613,16.268689
47,ng20,coresets,1000,3000,10,3.752345,17.919568
47,ng20,coresets,1000,3000,16,3.752244,20.478222
48,ng20,coresets,1000,3000,0,3.756279,14.713191
48,ng20,coresets,1000,3000,1,3.753098,14.822184
48,ng20,coresets,1000,3000,5,3.751815,16.270105
48,ng20,coresets,1000,3000,10,3.751747,18.001616
48,ng20,coresets,1000,3000,12,3.751727,19.016716
49,ng20,coresets,1000,3000,0,3.756798,14.362691
49,ng20,coresets,1000,3000,1,3.754107,14.751517
49,ng20,coresets,1000,3000,5,3.753218,16.130765
49,ng20,coresets,1000,3000,10,3.753129,17.957780
49,ng20,coresets,1000,3000,12,3.753086,18.888282
50,ng20,coresets,1000,3000,0,3.756506,14.320973
50,ng20,coresets,1000,3000,1,3.754182,14.670683
50,ng20,coresets,1000,3000,5,3.753435,16.051336
50,ng20,coresets,1000,3000,8,3.753366,17.452567
51,ng20,coresets,1000,3000,0,3.756242,14.433160
51,ng20,coresets,1000,3000,1,3.754116,14.847211
51,ng20,coresets,1000,3000,5,3.753441,16.214197
51,ng20,coresets,1000,3000,10,3.753337,17.814326
51,ng20,coresets,1000,3000,15,3.753317,19.962384
52,ng20,coresets,1000,3000,0,3.756064,14.646163
52,ng20,coresets,1000,3000,1,3.753178,15.379049
52,ng20,coresets,1000,3000,5,3.752303,16.297272
52,ng20,coresets,1000,3000,10,3.752313,18.082878
52,ng20,coresets,1000,3000,11,3.752314,18.634505
53,ng20,coresets,1000,3000,0,3.756137,14.314911
53,ng20,coresets,1000,3000,1,3.753490,14.735457
53,ng20,coresets,1000,3000,5,3.752967,16.057504
53,ng20,coresets,1000,3000,10,3.752796,17.756066
54,ng20,coresets,1000,3000,0,3.755931,14.370882
54,ng20,coresets,1000,3000,1,3.753572,14.758988
54,ng20,coresets,1000,3000,5,3.752873,15.983458
54,ng20,coresets,1000,3000,10,3.752811,17.735436
54,ng20,coresets,1000,3000,12,3.752827,18.801669
55,ng20,coresets,1000,3000,0,3.756527,15.325653
55,ng20,coresets,1000,3000,1,3.753613,15.312667
55,ng20,coresets,1000,3000,5,3.752726,16.874976
55,ng20,coresets,1000,3000,10,3.752691,18.768995
55,ng20,coresets,1000,3000,11,3.752691,19.496379
56,ng20,coresets,1000,3000,0,3.756160,14.554266
56,ng20,coresets,1000,3000,1,3.753504,14.869326
56,ng20,coresets,1000,3000,5,3.752772,16.224595
56,ng20,coresets,1000,3000,9,3.752741,17.932474
57,ng20,coresets,1000,3000,0,3.756428,14.381392
57,ng20,coresets,1000,3000,1,3.753658,14.718103
57,ng20,coresets,1000,3000,5,3.753120,16.165860
57,ng20,coresets,1000,3000,10,3.753101,17.851477
58,ng20,coresets,1000,3000,0,3.758271,14.367279
58,ng20,coresets,1000,3000,1,3.754211,14.672184
58,ng20,coresets,1000,3000,5,3.753012,16.137997
58,ng20,coresets,1000,3000,10,3.752961,17.801385
58,ng20,coresets,1000,3000,17,3.752978,20.595820
59,ng20,coresets,1000,3000,0,3.756245,14.524432
59,ng20,coresets,1000,3000,1,3.753831,14.864217
59,ng20,coresets,1000,3000,5,3.752741,16.292655
59,ng20,coresets,1000,3000,10,3.752733,18.002627
59,ng20,coresets,1000,3000,17,3.752649,20.774863
60,ng20,coresets,1000,3000,0,3.757745,14.312140
60,ng20,coresets,1000,3000,1,3.753783,14.783768
60,ng20,coresets,1000,3000,5,3.752662,16.076504
60,ng20,coresets,1000,3000,10,3.752773,17.834358
60,ng20,coresets,1000,3000,11,3.752773,18.517992
61,ng20,coresets,1000,3000,0,3.755728,14.501954
61,ng20,coresets,1000,3000,1,3.753380,14.868223
61,ng20,coresets,1000,3000,5,3.752651,16.226500
61,ng20,coresets,1000,3000,8,3.752645,17.682456
62,ng20,coresets,1000,3000,0,3.757458,14.450569
62,ng20,coresets,1000,3000,1,3.753755,14.799368
62,ng20,coresets,1000,3000,5,3.752383,16.122387
62,ng20,coresets,1000,3000,8,3.752450,17.566204
63,ng20,coresets,1000,3000,0,3.756105,14.354151
63,ng20,coresets,1000,3000,1,3.753195,14.841994
63,ng20,coresets,1000,3000,5,3.752410,16.171424
63,ng20,coresets,1000,3000,10,3.752247,17.791781
63,ng20,coresets,1000,3000,17,3.752139,20.510961
64,ng20,coresets,1000,3000,0,3.756750,14.409696
64,ng20,coresets,1000,3000,1,3.754156,14.750655
64,ng20,coresets,1000,3000,5,3.753129,16.110099
64,ng20,coresets,1000,3000,10,3.752845,17.876496
64,ng20,coresets,1000,3000,12,3.752850,18.934385
65,ng20,coresets,1000,3000,0,3.755260,14.483573
65,ng20,coresets,1000,3000,1,3.752264,14.875587
65,ng20,coresets,1000,3000,5,3.751715,16.231402
65,ng20,coresets,1000,3000,10,3.751718,17.914394
65,ng20,coresets,1000,3000,18,3.751537,21.093182
66,ng20,coresets,1000,3000,0,3.755215,14.553598
66,ng20,coresets,1000,3000,1,3.752723,14.813209
66,ng20,coresets,1000,3000,5,3.752036,16.132175
66,ng20,coresets,1000,3000,10,3.751984,17.930638
66,ng20,coresets,1000,3000,11,3.751983,18.696875
67,ng20,coresets,1000,3000,0,3.756273,14.436801
67,ng20,coresets,1000,3000,1,3.753750,14.858819
67,ng20,coresets,1000,3000,5,3.752414,16.242907
67,ng20,coresets,1000,3000,10,3.752238,18.027510
68,ng20,coresets,1000,3000,0,3.756627,14.401487
68,ng20,coresets,1000,3000,1,3.753788,14.864463
68,ng20,coresets,1000,3000,5,3.752917,16.103753
68,ng20,coresets,1000,3000,10,3.752907,17.833228
69,ng20,coresets,1000,3000,0,3.754799,14.432180
69,ng20,coresets,1000,3000,1,3.752701,14.809480
69,ng20,coresets,1000,3000,5,3.752248,16.251070
69,ng20,coresets,1000,3000,8,3.752242,17.532199
70,ng20,coresets,1000,3000,0,3.756108,14.363005
70,ng20,coresets,1000,3000,1,3.753215,14.670630
70,ng20,coresets,1000,3000,5,3.752375,16.238435
70,ng20,coresets,1000,3000,9,3.752425,17.873723
71,ng20,coresets,1000,3000,0,3.756214,14.520128
71,ng20,coresets,1000,3000,1,3.753815,14.829570
71,ng20,coresets,1000,3000,5,3.752979,16.263708
71,ng20,coresets,1000,3000,8,3.753031,17.633641
72,ng20,coresets,1000,3000,0,3.756028,14.521143
72,ng20,coresets,1000,3000,1,3.753853,14.851483
72,ng20,coresets,1000,3000,5,3.752939,16.284390
72,ng20,coresets,1000,3000,10,3.752860,18.003654
72,ng20,coresets,1000,3000,16,3.752869,20.370426
73,ng20,coresets,1000,3000,0,3.756211,14.467672
73,ng20,coresets,1000,3000,1,3.753937,14.838243
73,ng20,coresets,1000,3000,5,3.752758,16.219103
73,ng20,coresets,1000,3000,10,3.752601,17.935641
73,ng20,coresets,1000,3000,14,3.752651,19.745842
74,ng20,coresets,1000,3000,0,3.756003,14.514920
74,ng20,coresets,1000,3000,1,3.754184,14.886361
74,ng20,coresets,1000,3000,5,3.752979,16.320063
74,ng20,coresets,1000,3000,8,3.752996,17.777703
75,ng20,coresets,1000,3000,0,3.756034,14.333112
75,ng20,coresets,1000,3000,1,3.753191,14.761047
75,ng20,coresets,1000,3000,5,3.752653,16.122528
75,ng20,coresets,1000,3000,10,3.752609,17.914116
75,ng20,coresets,1000,3000,14,3.752604,19.583944
76,ng20,coresets,1000,3000,0,3.756603,14.323295
76,ng20,coresets,1000,3000,1,3.754075,14.764752
76,ng20,coresets,1000,3000,5,3.752928,16.107540
76,ng20,coresets,1000,3000,10,3.752817,17.872521
76,ng20,coresets,1000,3000,11,3.752815,18.550919
77,ng20,coresets,1000,3000,0,3.756126,14.548054
77,ng20,coresets,1000,3000,1,3.753251,15.004393
77,ng20,coresets,1000,3000,5,3.752384,16.339681
77,ng20,coresets,1000,3000,10,3.752405,18.342528
77,ng20,coresets,1000,3000,12,3.752406,19.362910
78,ng20,coresets,1000,3000,0,3.754829,14.460304
78,ng20,coresets,1000,3000,1,3.752690,14.786660
78,ng20,coresets,1000,3000,5,3.751815,16.354262
78,ng20,coresets,1000,3000,8,3.751776,17.600901
79,ng20,coresets,1000,3000,0,3.755907,15.272417
79,ng20,coresets,1000,3000,1,3.754278,15.824183
79,ng20,coresets,1000,3000,5,3.753085,17.182981
79,ng20,coresets,1000,3000,10,3.752750,18.801993
79,ng20,coresets,1000,3000,15,3.752719,20.945569
80,ng20,coresets,1000,3000,0,3.756178,14.447000
80,ng20,coresets,1000,3000,1,3.753360,14.811196
80,ng20,coresets,1000,3000,5,3.752664,16.135061
80,ng20,coresets,1000,3000,8,3.752652,17.549962
81,ng20,coresets,1000,3000,0,3.755012,14.558631
81,ng20,coresets,1000,3000,1,3.753012,14.899608
81,ng20,coresets,1000,3000,5,3.751995,16.246018
81,ng20,coresets,1000,3000,10,3.751823,18.020688
81,ng20,coresets,1000,3000,15,3.751802,20.222633
82,ng20,coresets,1000,3000,0,3.757110,14.628425
82,ng20,coresets,1000,3000,1,3.754674,15.006793
82,ng20,coresets,1000,3000,5,3.753378,16.329007
82,ng20,coresets,1000,3000,10,3.753295,18.036804
82,ng20,coresets,1000,3000,13,3.753265,19.488010
83,ng20,coresets,1000,3000,0,3.755964,15.081385
83,ng20,coresets,1000,3000,1,3.753971,14.973109
83,ng20,coresets,1000,3000,5,3.753478,16.492674
83,ng20,coresets,1000,3000,9,3.753464,18.599657
84,ng20,coresets,1000,3000,0,3.756260,14.655835
84,ng20,coresets,1000,3000,1,3.753487,15.016107
84,ng20,coresets,1000,3000,5,3.752712,16.431706
84,ng20,coresets,1000,3000,10,3.752630,18.150247
84,ng20,coresets,1000,3000,11,3.752630,18.928245
85,ng20,coresets,1000,3000,0,3.756466,14.803545
85,ng20,coresets,1000,3000,1,3.753819,15.054845
85,ng20,coresets,1000,3000,5,3.752951,16.553858
85,ng20,coresets,1000,3000,10,3.752713,18.253120
85,ng20,coresets,1000,3000,13,3.752690,19.629590
86,ng20,coresets,1000,3000,0,3.757192,14.634788
86,ng20,coresets,1000,3000,1,3.754018,14.956110
86,ng20,coresets,1000,3000,5,3.752933,16.446701
86,ng20,coresets,1000,3000,10,3.752824,18.169576
86,ng20,coresets,1000,3000,12,3.752819,19.188462
87,ng20,coresets,1000,3000,0,3.755647,14.498160
87,ng20,coresets,1000,3000,1,3.753348,14.919580
87,ng20,coresets,1000,3000,5,3.752707,16.330042
87,ng20,coresets,1000,3000,9,3.752646,18.149147
88,ng20,coresets,1000,3000,0,3.756873,14.595980
88,ng20,coresets,1000,3000,1,3.754030,15.020599
88,ng20,coresets,1000,3000,5,3.752795,16.356052
88,ng20,coresets,1000,3000,10,3.752820,18.219923
89,ng20,coresets,1000,3000,0,3.756086,14.636743
89,ng20,coresets,1000,3000,1,3.753220,14.973631
89,ng20,coresets,1000,3000,5,3.751621,16.361229
89,ng20,coresets,1000,3000,10,3.751601,18.253041
89,ng20,coresets,1000,3000,14,3.751595,19.856709
90,ng20,coresets,1000,3000,0,3.757319,14.622134
90,ng20,coresets,1000,3000,1,3.754044,14.970869
90,ng20,coresets,1000,3000,5,3.753098,16.440689
90,ng20,coresets,1000,3000,10,3.753001,18.183174
90,ng20,coresets,1000,3000,11,3.752995,18.934663
91,ng20,coresets,1000,3000,0,3.755588,15.051660
91,ng20,coresets,1000,3000,1,3.753679,15.233632
91,ng20,coresets,1000,3000,5,3.753024,16.710255
91,ng20,coresets,1000,3000,10,3.753028,18.455235
91,ng20,coresets,1000,3000,11,3.753032,19.186911
92,ng20,coresets,1000,3000,0,3.757729,14.680633
92,ng20,coresets,1000,3000,1,3.754290,15.144206
92,ng20,coresets,1000,3000,5,3.752494,16.525783
92,ng20,coresets,1000,3000,10,3.752365,18.270525
92,ng20,coresets,1000,3000,11,3.752365,19.065581
93,ng20,coresets,1000,3000,0,3.757564,14.789313
93,ng20,coresets,1000,3000,1,3.754127,15.145204
93,ng20,coresets,1000,3000,5,3.753116,16.532087
93,ng20,coresets,1000,3000,10,3.753016,18.321902
93,ng20,coresets,1000,3000,12,3.753022,19.505652
94,ng20,coresets,1000,3000,0,3.756252,14.777581
94,ng20,coresets,1000,3000,1,3.754191,15.191782
94,ng20,coresets,1000,3000,5,3.753392,16.550131
94,ng20,coresets,1000,3000,10,3.753301,18.277239
94,ng20,coresets,1000,3000,18,3.753175,21.571718
95,ng20,coresets,1000,3000,0,3.756823,14.949477
95,ng20,coresets,1000,3000,1,3.753831,15.694029
95,ng20,coresets,1000,3000,5,3.752752,16.686495
95,ng20,coresets,1000,3000,10,3.752603,18.503248
96,ng20,coresets,1000,3000,0,3.756152,15.053026
96,ng20,coresets,1000,3000,1,3.754059,15.279987
96,ng20,coresets,1000,3000,5,3.753441,16.637562
96,ng20,coresets,1000,3000,10,3.753381,18.508779
96,ng20,coresets,1000,3000,11,3.753379,19.300808
97,ng20,coresets,1000,3000,0,3.754681,14.825835
97,ng20,coresets,1000,3000,1,3.753114,15.159257
97,ng20,coresets,1000,3000,5,3.752913,16.561869
97,ng20,coresets,1000,3000,10,3.752925,18.302451
98,ng20,coresets,1000,3000,0,3.755474,14.920082
98,ng20,coresets,1000,3000,1,3.752764,15.299516
98,ng20,coresets,1000,3000,5,3.752156,16.804345
98,ng20,coresets,1000,3000,10,3.751997,18.509044
98,ng20,coresets,1000,3000,13,3.751972,19.923798
99,ng20,coresets,1000,3000,0,3.754497,14.951851
99,ng20,coresets,1000,3000,1,3.752581,15.272381
99,ng20,coresets,1000,3000,5,3.752000,16.781367
99,ng20,coresets,1000,3000,10,3.751987,18.514669
99,ng20,coresets,1000,3000,17,3.751918,21.340721
100,ng20,coresets,1000,3000,0,3.756205,14.897487
100,ng20,coresets,1000,3000,1,3.754228,15.121388
100,ng20,coresets,1000,3000,5,3.753140,16.539680
100,ng20,coresets,1000,3000,9,3.753104,18.340228
101,ng20,coresets,2000,3000,0,3.734822,27.251644
101,ng20,coresets,2000,3000,1,3.734517,27.986043
101,ng20,coresets,2000,3000,5,3.734511,30.733165
101,ng20,coresets,2000,3000,6,3.734512,32.110644
102,ng20,coresets,2000,3000,0,3.735800,27.622086
102,ng20,coresets,2000,3000,1,3.735377,27.967719
102,ng20,coresets,2000,3000,5,3.735356,30.697388
102,ng20,coresets,2000,3000,6,3.735358,32.148479
103,ng20,coresets,2000,3000,0,3.735437,27.271238
103,ng20,coresets,2000,3000,1,3.734742,27.946558
103,ng20,coresets,2000,3000,5,3.734491,30.693973
103,ng20,coresets,2000,3000,8,3.734482,33.598442
104,ng20,coresets,2000,3000,0,3.736645,27.204372
104,ng20,coresets,2000,3000,1,3.736598,27.920082
104,ng20,coresets,2000,3000,4,3.736563,30.756492
105,ng20,coresets,2000,3000,0,3.735754,27.438333
105,ng20,coresets,2000,3000,1,3.735697,27.859556
105,ng20,coresets,2000,3000,5,3.735622,30.927587
105,ng20,coresets,2000,3000,8,3.735591,33.672310
106,ng20,coresets,2000,3000,0,3.736096,27.640637
106,ng20,coresets,2000,3000,1,3.735476,28.117042
106,ng20,coresets,2000,3000,5,3.735361,30.911469
106,ng20,coresets,2000,3000,7,3.735359,33.131143
107,ng20,coresets,2000,3000,0,3.735113,28.373121
107,ng20,coresets,2000,3000,1,3.734894,28.936740
107,ng20,coresets,2000,3000,5,3.734938,31.441933
108,ng20,coresets,2000,3000,0,3.735554,27.414756
108,ng20,coresets,2000,3000,1,3.735197,28.099462
108,ng20,coresets,2000,3000,4,3.735203,30.828440
109,ng20,coresets,2000,3000,0,3.735746,27.289711
109,ng20,coresets,2000,3000,1,3.735276,28.044751
109,ng20,coresets,2000,3000,5,3.735143,30.721701
110,ng20,coresets,2000,3000,0,3.735663,27.250099
110,ng20,coresets,2000,3000,1,3.735310,28.036660
110,ng20,coresets,2000,3000,5,3.735171,30.917509
